source_pdf_abs_path,source_pdf_rel_path,pdf_sha256,file_size_bytes,pdf_year,pdf_round,title_line,bundle_dir,pages_extracted,record_rows,record_blocks_seen,parse_error_blocks,unparsed_nonblank_lines,layout_types,clean_csv_path,audit_files_written
/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/2025/2025-1/GENERAL_ACADEMIC_ROUND1_2025.pdf,2025/2025-1/GENERAL_ACADEMIC_ROUND1_2025.pdf,f921f05bf5ed9580ecfca8080d0f909a1bea00a76be552203595fee83009153c,2993120,2025,1,GENERAL ACADEMIC - PROVISIONAL ALLOTMENT LIST - ROUND 1,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2025__round_1__GENERAL_ACADEMIC_ROUND1_2025,608,26719,26719,0,4256,no_name_community_first,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2025__round_1__GENERAL_ACADEMIC_ROUND1_2025/records.csv,False
