source_pdf_abs_path,source_pdf_rel_path,pdf_sha256,file_size_bytes,pdf_year,pdf_round,title_line,bundle_dir,pages_extracted,record_rows,record_blocks_seen,parse_error_blocks,unparsed_nonblank_lines,layout_types,clean_csv_path,audit_files_written
/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/2025/2025-3/Round3-gen-allotments.pdf,2025/2025-3/Round3-gen-allotments.pdf,4278cded3625f721cec23b7ab81cc69676efd8cbdccefc366d60d0539d23971b,5287315,2025,3,ROUND 3 - GENERAL ACADEMIC - PROVISIONAL ALLOTMENT LIST,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2025__round_3__Round3-gen-allotments,1114,50093,50093,0,7798,no_name_community_first,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2025__round_3__Round3-gen-allotments/records.csv,False
