year,mark_bucket,total_students,bucket_size,rank_min,rank_max,percentile_min,percentile_max,aggregate_mark_min,aggregate_mark_max,community_modes
2023,139,176744,2213,91549,93761,51,53,139,139.855,BC:1038;MBC:630;SC:347;BCM:101;OC:87
2023,140,176744,2309,89240,91548,50,51,140,140.985,BC:1023;MBC:679;SC:374;BCM:124;OC:98
2023,141,176744,2190,87050,89239,49,50,141,141.86,BC:1020;MBC:655;SC:313;BCM:120;OC:73
2023,142,176744,2245,84805,87049,47,49,142,142.92,BC:1050;MBC:666;SC:320;BCM:121;OC:80
2023,143,176744,2146,82659,84804,46,47,143,143.705,BC:1004;MBC:632;SC:317;BCM:108;OC:78
2023,144,176744,2152,80507,82658,45,46,144,144.9,BC:1036;MBC:595;SC:304;BCM:111;OC:99
2023,145,176744,2163,78344,80506,44,45,145,145.845,BC:1013;MBC:643;SC:304;BCM:115;OC:83
2023,146,176744,2101,76243,78343,43,44,146,146.985,BC:1030;MBC:607;SC:266;BCM:99;OC:91
2023,147,176744,2035,74208,76242,41,43,147,147.955,BC:998;MBC:599;SC:252;BCM:108;OC:71
2023,148,176744,2149,72059,74207,40,41,148,148.92,BC:1058;MBC:592;SC:276;BCM:110;OC:103
2023,149,176744,2062,69997,72058,39,40,149,149.99,BC:989;MBC:580;SC:281;BCM:112;OC:89
2023,150,176744,2074,67923,69996,38,39,150,150.835,BC:1006;MBC:587;SC:270;BCM:114;OC:88
2023,151,176744,2070,65853,67922,37,38,151,151.99,BC:996;MBC:604;SC:266;BCM:116;OC:85
2023,152,176744,1992,63861,65852,36,37,152,152.9,BC:939;MBC:602;SC:270;OC:95;BCM:81
2023,153,176744,2069,61792,63860,34,36,153,153.99,BC:1007;MBC:628;SC:233;BCM:103;OC:91
2023,154,176744,2032,59760,61791,33,34,154,154.8838384,BC:999;MBC:573;SC:255;BCM:102;OC:95
2023,155,176744,1950,57810,59759,32,33,155,155.955,BC:975;MBC:562;SC:230;BCM:95;OC:79
2023,156,176744,1974,55836,57809,31,32,156,156.955,BC:972;MBC:588;SC:213;BCM:113;OC:79
2023,157,176744,1925,53911,55835,30,31,157,157.955,BC:956;MBC:579;SC:202;BCM:95;OC:87
2023,158,176744,1867,52044,53910,29,30,158,158.98,BC:942;MBC:552;SC:194;BCM:99;OC:77
2023,159,176744,1890,50154,52043,28,29,159,159.985,BC:967;MBC:528;SC:191;BCM:105;OC:95
2023,160,176744,1860,48294,50153,27,28,160,160.985,BC:982;MBC:513;SC:182;BCM:104;OC:78
2023,161,176744,1806,46488,48293,26,27,161,161.99,BC:934;MBC:503;SC:177;BCM:95;OC:90
2023,162,176744,1761,44727,46487,25,26,162,162.965,BC:901;MBC:499;SC:184;OC:84;BCM:83
2023,163,176744,1752,42975,44726,24,25,163,163.92,BC:926;MBC:475;SC:176;BCM:92;OC:81
2023,164,176744,1779,41196,42974,23,24,164,164.965,BC:948;MBC:501;SC:168;OC:81;BCM:79
2023,165,176744,1705,39491,41195,22,23,165,165.98,BC:887;MBC:475;SC:177;BCM:84;OC:81
2023,166,176744,1636,37855,39490,21,22,166,166.91,BC:906;MBC:426;SC:134;OC:83;BCM:82
2023,167,176744,1650,36205,37854,20,21,167,167.975,BC:868;MBC:442;SC:178;OC:91;BCM:67
2023,168,176744,1572,34633,36204,19,20,168,168.985,BC:854;MBC:429;SC:144;OC:77;BCM:63
2023,169,176744,1578,33055,34632,18,19,169,169.98,BC:820;MBC:457;SC:149;OC:85;BCM:63
2023,170,176744,1530,31525,33054,17,18,170,170.965,BC:835;MBC:400;SC:132;BCM:84;OC:75
2023,171,176744,1610,29915,31524,16,17,171,171.955,BC:901;MBC:421;SC:132;BCM:77;OC:77
2023,172,176744,1484,28431,29914,16,16,172,172.94,BC:775;MBC:429;SC:109;OC:93;BCM:76
2023,173,176744,1404,27027,28430,15,16,173,173.96,BC:759;MBC:359;SC:130;OC:87;BCM:69
2023,174,176744,1465,25562,27026,14,15,174,174.97,BC:797;MBC:377;SC:134;OC:85;BCM:72
2023,175,176744,1375,24187,25561,13,14,175,175.99,BC:767;MBC:338;SC:114;OC:85;BCM:67
2023,176,176744,1425,22762,24186,12,13,176,176.99,BC:801;MBC:385;SC:93;OC:83;BCM:60
2023,177,176744,1318,21444,22761,12,12,177,177.98,BC:731;MBC:342;SC:102;OC:80;BCM:62
2023,178,176744,1308,20136,21443,11,12,178,178.975,BC:724;MBC:331;SC:105;BCM:76;OC:71
2023,179,176744,1310,18826,20135,10,11,179,179.935,BC:750;MBC:307;SC:101;OC:94;BCM:56
2023,180,176744,1204,17622,18825,9,10,180,180.9242424,BC:689;MBC:307;OC:85;SC:68;BCM:52
2023,181,176744,1190,16432,17621,9,9,181,181.985,BC:696;MBC:292;OC:73;SC:69;BCM:59
2023,182,176744,1198,15234,16431,8,9,182,182.98,BC:681;MBC:300;OC:76;SC:71;BCM:68
2023,183,176744,1100,14134,15233,7,8,183,183.965,BC:634;MBC:269;OC:77;SC:71;BCM:49
2023,184,176744,1163,12971,14133,7,7,184,184.959596,BC:684;MBC:278;OC:95;SC:60;BCM:43
2023,185,176744,1101,11870,12970,6,7,185,185.955,BC:609;MBC:280;OC:78;SC:75;BCM:58
2023,186,176744,1120,10750,11869,6,6,186,186.935,BC:659;MBC:257;OC:74;SC:72;BCM:57
2023,187,176744,1015,9735,10749,5,6,187,187.989899,BC:595;MBC:233;OC:73;SC:70;BCM:43
2023,188,176744,1011,8724,9734,4,5,188,188.955,BC:586;MBC:243;OC:86;SC:49;BCM:47
2023,189,176744,1017,7707,8723,4,4,189,189.99,BC:599;MBC:217;OC:94;SC:55;BCM:50
2023,190,176744,1315,6392,7706,3,4,190,190.99,BC:780;MBC:237;OC:194;BCM:58;SC:46
2023,191,176744,1054,5338,6391,3,3,191,191.969697,BC:621;MBC:230;OC:111;SC:52;BCM:40
2023,192,176744,947,4391,5337,2,3,192,192.979798,BC:567;MBC:184;OC:122;SC:39;BCM:34
2023,193,176744,804,3587,4390,2,2,193,193.9646465,BC:483;MBC:177;OC:78;SC:33;BCM:32
2023,194,176744,675,2912,3586,1,2,194,194.985,BC:410;MBC:138;OC:67;SC:30;BCM:29
2023,195,176744,642,2270,2911,1,1,195,195.979798,BC:381;MBC:140;OC:54;SC:34;BCM:33
2023,196,176744,635,1635,2269,0,1,196,196.9747475,BC:408;MBC:135;OC:47;SC:31;BCM:14
2023,197,176744,579,1056,1634,0,0,197,197.989899,BC:365;MBC:123;OC:50;BCM:21;SC:20
2023,198,176744,548,508,1055,0,0,198,198.6666667,BC:357;MBC:117;OC:33;SC:23;BCM:18
2023,199,176744,405,103,507,0,0,199,199.75,BC:288;MBC:65;OC:25;SC:15;BCM:12
2023,200,176744,102,1,102,0,0,200,200,BC:67;MBC:22;OC:8;SC:3;BCM:2
2024,77,197601,3,197599,197601,99,100,77.5,77.5,MBC:2;SC:1
2024,78,197601,7,197592,197598,99,99,78,78.5,MBC:3;BCM:2;SC:2
2024,79,197601,10,197582,197591,99,99,79,79.5,SC:5;MBC:3;BC:1;BCM:1
2024,80,197601,238,197344,197581,99,99,80,80.5,SC:80;MBC:74;BC:70;BCM:9;ST:5
2024,81,197601,216,197128,197343,99,99,81,81.5,SC:84;MBC:65;BC:58;BCM:8;ST:1
2024,82,197601,327,196801,197127,99,99,82,82.5,SC:122;BC:99;MBC:85;BCM:16;ST:5
2024,83,197601,343,196458,196800,99,99,83,83.75,SC:124;MBC:100;BC:94;BCM:19;ST:6
2024,84,197601,366,196092,196457,99,99,84,84.5,SC:138;MBC:113;BC:89;BCM:20;ST:6
2024,85,197601,455,195637,196091,99,99,85,85.5,SC:147;BC:136;MBC:131;BCM:27;ST:10
2024,86,197601,501,195136,195636,98,99,86,86.5,SC:172;MBC:145;BC:141;BCM:28;OC:8
2024,87,197601,572,194564,195135,98,98,87,87.5,SC:200;BC:179;MBC:146;BCM:29;ST:10
2024,88,197601,586,193978,194563,98,98,88,88.75,SC:213;BC:161;MBC:157;BCM:27;OC:17
2024,89,197601,645,193333,193977,97,98,89,89.99,SC:217;MBC:216;BC:168;BCM:30;ST:10
2024,90,197601,712,192621,193332,97,97,90,90.5,SC:250;BC:209;MBC:205;BCM:29;OC:13
2024,91,197601,707,191914,192620,97,97,91,91.5,SC:234;MBC:214;BC:205;BCM:28;OC:18
2024,92,197601,767,191147,191913,96,97,92,92.5,SC:240;BC:233;MBC:232;BCM:34;OC:19
2024,93,197601,826,190321,191146,96,96,93,93.5,BC:271;SC:249;MBC:238;BCM:30;OC:26
2024,94,197601,843,189478,190320,95,96,94,94.5,BC:295;SC:245;MBC:227;BCM:44;OC:25
2024,95,197601,915,188563,189477,95,95,95,95.5,SC:282;BC:274;MBC:271;BCM:58;OC:19
2024,96,197601,990,187573,188562,94,95,96,96.5,MBC:307;BC:304;SC:303;BCM:42;OC:21
2024,97,197601,965,186608,187572,94,94,97,97.5,SC:304;BC:294;MBC:281;BCM:49;OC:22
2024,98,197601,995,185613,186607,93,94,98,98.5,BC:348;MBC:304;SC:267;BCM:41;OC:25
2024,99,197601,1037,184576,185612,93,93,99,99.5,BC:344;MBC:315;SC:285;BCM:54;OC:24
2024,100,197601,1135,183441,184575,92,93,100,100.75,BC:393;MBC:348;SC:308;BCM:42;OC:29
2024,101,197601,1181,182260,183440,92,92,101,101.5,BC:394;MBC:372;SC:327;BCM:48;OC:28
2024,102,197601,1207,181053,182259,91,92,102,102.5,BC:414;MBC:378;SC:316;BCM:56;OC:24
2024,103,197601,1249,179804,181052,90,91,103,103.5,BC:440;MBC:397;SC:327;BCM:43;OC:31
2024,104,197601,1375,178429,179803,90,90,104,104.5,BC:487;MBC:401;SC:358;BCM:77;OC:33
2024,105,197601,1410,177019,178428,89,90,105,105.5,BC:504;MBC:422;SC:358;BCM:64;OC:41
2024,106,197601,1497,175522,177018,88,89,106,106.755102,BC:513;MBC:454;SC:400;BCM:74;OC:39
2024,107,197601,1510,174012,175521,88,88,107,107.75,BC:565;MBC:462;SC:378;BCM:58;OC:32
2024,108,197601,1592,172420,174011,87,88,108,108.5,BC:596;MBC:449;SC:412;BCM:80;OC:40
2024,109,197601,1543,170877,172419,86,87,109,109.5,BC:578;MBC:468;SC:370;BCM:82;OC:30
2024,110,197601,1605,169272,170876,85,86,110,110.5,BC:592;MBC:490;SC:405;BCM:69;OC:36
2024,111,197601,1659,167613,169271,84,85,111,111.770769,BC:599;MBC:498;SC:410;BCM:92;OC:49
2024,112,197601,1703,165910,167612,83,84,112,112.739641,BC:621;MBC:501;SC:434;BCM:83;OC:45
2024,113,197601,1798,164112,165909,83,83,113,113.5,BC:676;MBC:554;SC:428;BCM:84;OC:40
2024,114,197601,1999,162113,164111,82,83,114,114.5,BC:755;MBC:586;SC:480;BCM:92;OC:65
2024,115,197601,1936,160177,162112,81,82,115,115.813131,BC:755;MBC:576;SC:442;BCM:97;OC:52
2024,116,197601,1946,158231,160176,80,81,116,116.75,BC:718;MBC:586;SC:451;BCM:114;OC:54
2024,117,197601,1981,156250,158230,79,80,117,117.76,BC:769;MBC:579;SC:457;BCM:93;OC:62
2024,118,197601,1921,154329,156249,78,79,118,118.5,BC:771;MBC:554;SC:419;BCM:92;OC:65
2024,119,197601,1994,152335,154328,77,78,119,119.75,BC:776;MBC:615;SC:428;BCM:103;OC:60
2024,120,197601,2040,150295,152334,76,77,120,120.5,BC:831;MBC:619;SC:418;BCM:96;OC:60
2024,121,197601,2099,148196,150294,74,76,121,121.666667,BC:859;MBC:643;SC:446;BCM:79;OC:61
2024,122,197601,2142,146054,148195,73,74,122,122.897959,BC:834;MBC:672;SC:444;BCM:87;OC:78
2024,123,197601,2037,144017,146053,72,73,123,123.99,BC:799;MBC:625;SC:439;BCM:104;OC:57
2024,124,197601,2083,141934,144016,71,72,124,124.695,BC:834;MBC:624;SC:436;BCM:112;OC:59
2024,125,197601,2220,139714,141933,70,71,125,125.963719,BC:902;MBC:658;SC:443;BCM:115;OC:88
2024,126,197601,2142,137572,139713,69,70,126,126.75,BC:844;MBC:654;SC:450;BCM:106;OC:72
2024,127,197601,2124,135448,137571,68,69,127,127.705,BC:876;MBC:643;SC:413;BCM:109;OC:70
2024,128,197601,2083,133365,135447,67,68,128,128.973408,BC:849;MBC:645;SC:404;BCM:97;OC:74
2024,129,197601,2072,131293,133364,66,67,129,129.955,BC:820;MBC:688;SC:385;BCM:90;OC:78
2024,130,197601,2272,129021,131292,65,66,130,130.693878,BC:972;MBC:691;SC:430;BCM:89;OC:76
2024,131,197601,2198,126823,129020,64,65,131,131.816327,BC:925;MBC:672;SC:399;BCM:113;OC:78
2024,132,197601,2224,124599,126822,63,64,132,132.9,BC:932;MBC:659;SC:421;BCM:126;OC:68
2024,133,197601,2213,122386,124598,61,63,133,133.78,BC:888;MBC:701;SC:400;BCM:128;OC:81
2024,134,197601,2216,120170,122385,60,61,134,134.81,BC:971;MBC:676;SC:372;BCM:107;OC:71
2024,135,197601,2198,117972,120169,59,60,135,135.99,BC:945;MBC:691;SC:379;BCM:107;OC:66
2024,136,197601,2182,115790,117971,58,59,136,136.85,BC:944;MBC:686;SC:362;BCM:111;OC:70
2024,137,197601,2208,113582,115789,57,58,137,137.666667,BC:958;MBC:688;SC:360;BCM:110;OC:76
2024,138,197601,2166,111416,113581,56,57,138,138.955,BC:967;MBC:619;SC:375;BCM:123;OC:68
2024,139,197601,2296,109120,111415,55,56,139,139.715,BC:966;MBC:726;SC:401;BCM:117;OC:78
2024,140,197601,2307,106813,109119,54,55,140,140.99,BC:1076;MBC:683;SC:343;BCM:101;OC:86
2024,141,197601,2210,104603,106812,52,54,141,141.955,BC:1019;MBC:638;SC:364;BCM:102;OC:78
2024,142,197601,2260,102343,104602,51,52,142,142.955,BC:995;MBC:702;SC:354;BCM:112;OC:87
2024,143,197601,2172,100171,102342,50,51,143,143.75,BC:970;MBC:680;SC:331;BCM:116;OC:67
2024,144,197601,2289,97882,100170,49,50,144,144.99,BC:1072;MBC:692;SC:316;BCM:121;OC:75
2024,145,197601,2209,95673,97881,48,49,145,145.75,BC:1022;MBC:650;SC:350;OC:90;BCM:88
2024,146,197601,2190,93483,95672,47,48,146,146.9,BC:988;MBC:664;SC:341;BCM:116;OC:70
2024,147,197601,2254,91229,93482,46,47,147,147.745,BC:1043;MBC:704;SC:334;BCM:96;OC:71
2024,148,197601,2232,88997,91228,45,46,148,148.67,BC:1051;MBC:656;SC:307;BCM:131;OC:81
2024,149,197601,2245,86752,88996,43,45,149,149.955,BC:1028;MBC:699;SC:301;BCM:114;OC:88
2024,150,197601,2223,84529,86751,42,43,150,150.965,BC:1051;MBC:687;SC:284;BCM:108;OC:86
2024,151,197601,2276,82253,84528,41,42,151,151.75,BC:1080;MBC:697;SC:292;BCM:109;OC:94
2024,152,197601,2158,80095,82252,40,41,152,152.985,BC:974;MBC:653;SC:311;BCM:107;OC:100
2024,153,197601,2178,77917,80094,39,40,153,153.78,BC:1039;MBC:692;SC:260;BCM:95;OC:85
2024,154,197601,2198,75719,77916,38,39,154,154.84,BC:1027;MBC:638;SC:319;BCM:129;OC:72
2024,155,197601,2183,73536,75718,37,38,155,155.99,BC:1026;MBC:681;SC:291;BCM:104;OC:71
2024,156,197601,2153,71383,73535,36,37,156,156.955,BC:1057;MBC:630;SC:269;BCM:105;OC:83
2024,157,197601,2175,69208,71382,35,36,157,157.975,BC:1021;MBC:665;SC:277;BCM:119;OC:85
2024,158,197601,2209,66999,69207,33,35,158,158.99,BC:1064;MBC:645;SC:276;BCM:120;OC:93
2024,159,197601,2137,64862,66998,32,33,159,159.835,BC:1033;MBC:645;SC:239;BCM:122;OC:92
2024,160,197601,2168,62694,64861,31,32,160,160.995,BC:1084;MBC:626;SC:248;BCM:118;OC:87
2024,161,197601,2110,60584,62693,30,31,161,161.97,BC:1011;MBC:641;SC:255;BCM:103;OC:93
2024,162,197601,2142,58442,60583,29,30,162,162.99,BC:1067;MBC:665;SC:217;BCM:114;OC:73
2024,163,197601,2072,56370,58441,28,29,163,163.92,BC:1061;MBC:582;SC:237;BCM:109;OC:79
2024,164,197601,2085,54285,56369,27,28,164,164.955,BC:997;MBC:632;SC:245;BCM:104;OC:99
2024,165,197601,2116,52169,54284,26,27,165,165.875,BC:1101;MBC:616;SC:214;OC:92;BCM:90
2024,166,197601,2079,50090,52168,25,26,166,166.98,BC:1108;MBC:575;SC:215;BCM:102;OC:73
2024,167,197601,2011,48079,50089,24,25,167,167.995,BC:1068;MBC:567;SC:199;BCM:87;OC:85
2024,168,197601,1985,46094,48078,23,24,168,168.99,BC:1004;MBC:576;SC:210;OC:97;BCM:89
2024,169,197601,2097,43997,46093,22,23,169,169.99,BC:1140;MBC:545;SC:200;BCM:106;OC:99
2024,170,197601,2071,41926,43996,21,22,170,170.945,BC:1113;MBC:568;SC:193;BCM:110;OC:84
2024,171,197601,1999,39927,41925,20,21,171,171.89,BC:1011;MBC:584;SC:189;OC:116;BCM:95
2024,172,197601,1923,38004,39926,19,20,172,172.995,BC:1011;MBC:537;SC:178;BCM:102;OC:91
2024,173,197601,2046,35958,38003,18,19,173,173.965,BC:1080;MBC:565;SC:193;BCM:107;OC:95
2024,174,197601,1860,34098,35957,17,18,174,174.98,BC:1022;MBC:500;SC:162;BCM:88;OC:84
2024,175,197601,1835,32263,34097,16,17,175,175.985,BC:998;MBC:484;SC:157;OC:94;BCM:92
2024,176,197601,1914,30349,32262,15,16,176,176.975,BC:986;MBC:526;SC:166;OC:121;BCM:111
2024,177,197601,1831,28518,30348,14,15,177,177.925,BC:1005;MBC:470;SC:185;OC:93;BCM:77
2024,178,197601,1863,26655,28517,13,14,178,178.975,BC:1024;MBC:491;SC:161;OC:104;BCM:79
2024,179,197601,1754,24901,26654,12,13,179,179.98,BC:946;MBC:502;SC:145;OC:83;BCM:74
2024,180,197601,1807,23094,24900,11,12,180,180.975,BC:976;MBC:490;SC:146;OC:109;BCM:82
2024,181,197601,1741,21353,23093,10,11,181,181.98,BC:963;MBC:458;SC:140;OC:106;BCM:69
2024,182,197601,1781,19572,21352,9,10,182,182.955,BC:949;MBC:479;OC:130;SC:126;BCM:94
2024,183,197601,1640,17932,19571,9,9,183,183.92,BC:928;MBC:442;SC:99;OC:88;BCM:82
2024,184,197601,1610,16322,17931,8,9,184,184.975,BC:870;MBC:424;SC:119;OC:112;BCM:83
2024,185,197601,1577,14745,16321,7,8,185,185.955,BC:882;MBC:416;OC:114;SC:97;BCM:66
2024,186,197601,1566,13179,14744,6,7,186,186.99,BC:862;MBC:392;SC:113;OC:112;BCM:85
2024,187,197601,1456,11723,13178,5,6,187,187.965,BC:836;MBC:355;OC:103;SC:98;BCM:61
2024,188,197601,1470,10253,11722,5,5,188,188.955,BC:842;MBC:368;OC:104;SC:98;BCM:57
2024,189,197601,1439,8814,10252,4,5,189,189.995,BC:803;MBC:365;OC:103;SC:92;BCM:73
2024,190,197601,1573,7241,8813,3,4,190,190.945,BC:927;MBC:341;OC:129;BCM:89;SC:84
2024,191,197601,1301,5940,7240,3,3,191,191.969697,BC:718;MBC:328;OC:124;SC:82;BCM:45
2024,192,197601,1183,4757,5939,2,3,192,192.75,BC:667;MBC:300;OC:111;SC:56;BCM:49
2024,193,197601,998,3759,4756,1,2,193,193.964646,BC:580;MBC:248;OC:71;SC:52;BCM:45
2024,194,197601,896,2863,3758,1,1,194,194.78,BC:510;MBC:217;OC:72;BCM:49;SC:47
2024,195,197601,758,2105,2862,1,1,195,195.75,BC:425;MBC:214;SC:47;OC:39;BCM:33
2024,196,197601,628,1477,2104,0,1,196,196.75,BC:364;MBC:157;OC:44;BCM:33;SC:30
2024,197,197601,607,870,1476,0,0,197,197.75,BC:346;MBC:147;OC:54;SC:33;BCM:27
2024,198,197601,483,387,869,0,0,198,198.75,BC:299;MBC:106;OC:35;SC:25;BCM:17
2024,199,197601,321,66,386,0,0,199,199.75,BC:183;MBC:97;OC:16;SC:16;BCM:9
2024,200,197601,65,1,65,0,0,200,200,BC:40;MBC:17;OC:4;BCM:3;SC:1
2025,77,239299,2,239298,239299,99,100,77.500,77.750,MBC:1;SC:1
2025,78,239299,2,239296,239297,99,99,78.000,78.145,BC:1;SC:1
2025,79,239299,10,239286,239295,99,99,79.000,79.500,SC:5;MBC:3;BCM:2
2025,80,239299,154,239132,239285,99,99,80.000,80.500,SC:61;BC:43;MBC:39;BCM:7;ST:4
2025,81,239299,126,239006,239131,99,99,81.000,81.500,SC:49;BC:35;MBC:32;BCM:8;ST:2
2025,82,239299,179,238827,239005,99,99,82.000,82.500,SC:61;BC:50;MBC:49;BCM:14;ST:5
2025,83,239299,207,238620,238826,99,99,83.000,83.750,SC:78;BC:62;MBC:60;BCM:5;ST:2
2025,84,239299,238,238382,238619,99,99,84.000,84.500,SC:101;MBC:62;BC:61;BCM:11;ST:3
2025,85,239299,277,238105,238381,99,99,85.000,85.500,SC:101;MBC:81;BC:69;BCM:14;ST:8
2025,86,239299,335,237770,238104,99,99,86.000,86.500,SC:133;BC:92;MBC:81;BCM:12;OC:11
2025,87,239299,380,237390,237769,99,99,87.000,87.500,SC:126;MBC:118;BC:104;BCM:25;OC:4
2025,88,239299,398,236992,237389,99,99,88.000,88.750,SC:147;MBC:114;BC:111;BCM:19;ST:4
2025,89,239299,436,236556,236991,98,99,89.000,89.500,SC:157;BC:126;MBC:114;BCM:23;OC:12
2025,90,239299,429,236127,236555,98,98,90.000,90.500,SC:143;BC:128;MBC:127;BCM:24;OC:4
2025,91,239299,570,235557,236126,98,98,91.000,91.500,SC:189;BC:178;MBC:161;BCM:19;OC:16
2025,92,239299,568,234989,235556,98,98,92.000,92.500,BC:180;SC:179;MBC:160;BCM:20;OC:17
2025,93,239299,617,234372,234988,97,98,93.000,93.500,SC:205;MBC:191;BC:172;BCM:33;OC:13
2025,94,239299,679,233693,234371,97,97,94.000,94.500,SC:214;BC:206;MBC:196;BCM:42;OC:15
2025,95,239299,738,232955,233692,97,97,95.000,95.750,SC:244;BC:231;MBC:206;BCM:35;OC:12
2025,96,239299,738,232217,232954,97,97,96.000,96.750,SC:235;BC:223;MBC:206;BCM:45;OC:16
2025,97,239299,773,231444,232216,96,97,97.000,97.500,SC:262;BC:227;MBC:222;BCM:36;OC:18
2025,98,239299,850,230594,231443,96,96,98.000,98.500,SC:274;MBC:254;BC:252;BCM:40;OC:17
2025,99,239299,892,229702,230593,95,96,99.000,99.500,SC:272;MBC:269;BC:264;BCM:49;OC:23
2025,100,239299,988,228714,229701,95,95,100.000,100.750,BC:323;MBC:296;SC:283;BCM:48;OC:30
2025,101,239299,1021,227693,228713,95,95,101.000,101.732,BC:320;MBC:314;SC:293;BCM:45;OC:34
2025,102,239299,1165,226528,227692,94,95,102.000,102.500,BC:377;SC:377;MBC:309;BCM:61;OC:30
2025,103,239299,1229,225299,226527,94,94,103.000,103.500,BC:385;MBC:373;SC:355;BCM:64;OC:36
2025,104,239299,1311,223988,225298,93,94,104.000,104.750,BC:446;SC:375;MBC:359;BCM:70;OC:44
2025,105,239299,1469,222519,223987,92,93,105.000,105.865,BC:483;MBC:439;SC:415;BCM:68;OC:51
2025,106,239299,1563,220956,222518,92,92,106.000,106.834,BC:539;MBC:450;SC:432;BCM:72;OC:52
2025,107,239299,1611,219345,220955,91,92,107.000,107.500,BC:534;MBC:476;SC:454;BCM:82;OC:53
2025,108,239299,1681,217664,219344,90,91,108.000,108.500,BC:572;MBC:492;SC:444;BCM:93;OC:54
2025,109,239299,1735,215929,217663,90,90,109.000,109.667,BC:596;MBC:511;SC:459;BCM:98;OC:50
2025,110,239299,1761,214168,215928,89,90,110.000,110.500,BC:602;MBC:527;SC:470;BCM:84;OC:53
2025,111,239299,1793,212375,214167,88,89,111.000,111.500,BC:617;MBC:540;SC:478;BCM:78;OC:61
2025,112,239299,1897,210478,212374,87,88,112.000,112.750,BC:646;MBC:594;SC:473;BCM:87;OC:76
2025,113,239299,1911,208567,210477,87,87,113.000,113.500,BC:647;MBC:559;SC:516;BCM:99;OC:73
2025,114,239299,1952,206615,208566,86,87,114.000,114.500,BC:670;MBC:568;SC:533;BCM:98;OC:66
2025,115,239299,2003,204612,206614,85,86,115.000,115.500,BC:679;MBC:599;SC:563;BCM:82;OC:50
2025,116,239299,1988,202624,204611,84,85,116.000,116.500,BC:672;MBC:609;SC:503;BCM:97;OC:85
2025,117,239299,1934,200690,202623,83,84,117.000,117.500,BC:700;MBC:595;SC:482;BCM:90;OC:52
2025,118,239299,1988,198702,200689,83,83,118.000,118.755,BC:701;MBC:631;SC:486;BCM:85;OC:71
2025,119,239299,2091,196611,198701,82,83,119.000,119.500,BC:765;MBC:655;SC:490;BCM:98;OC:58
2025,120,239299,2192,194419,196610,81,82,120.000,120.622,BC:827;MBC:633;SC:522;BCM:119;OC:65
2025,121,239299,2255,192164,194418,80,81,121.000,121.500,BC:841;MBC:677;SC:553;BCM:99;OC:64
2025,122,239299,2275,189889,192163,79,80,122.000,122.500,BC:856;MBC:719;SC:505;BCM:108;OC:68
2025,123,239299,2241,187648,189888,78,79,123.000,123.500,BC:826;MBC:677;SC:523;BCM:111;OC:78
2025,124,239299,2334,185314,187647,77,78,124.000,124.815,BC:854;MBC:710;SC:521;BCM:142;OC:75
2025,125,239299,2314,183000,185313,76,77,125.000,125.500,BC:876;MBC:731;SC:517;BCM:112;OC:68
2025,126,239299,2366,180634,182999,75,76,126.000,126.500,BC:877;MBC:709;SC:549;BCM:147;OC:59
2025,127,239299,2333,178301,180633,74,75,127.000,127.500,BC:820;MBC:769;SC:528;BCM:117;OC:80
2025,128,239299,2349,175952,178300,73,74,128.000,128.973,BC:835;MBC:767;SC:536;BCM:120;OC:67
2025,129,239299,2455,173497,175951,72,73,129.000,129.683,BC:932;MBC:770;SC:553;BCM:115;OC:74
2025,130,239299,2580,170917,173496,71,72,130.000,130.750,BC:1002;MBC:807;SC:549;BCM:131;OC:69
2025,131,239299,2543,168374,170916,70,71,131.000,131.500,BC:977;MBC:798;SC:537;BCM:135;OC:73
2025,132,239299,2621,165753,168373,69,70,132.000,132.900,BC:1044;MBC:795;SC:503;BCM:153;OC:96
2025,133,239299,2657,163096,165752,68,69,133.000,133.760,BC:1059;MBC:833;SC:531;BCM:134;OC:83
2025,134,239299,2706,160390,163095,67,68,134.000,134.750,BC:1114;MBC:816;SC:535;BCM:141;OC:82
2025,135,239299,2658,157732,160389,65,67,135.000,135.857,BC:1083;MBC:819;SC:521;BCM:127;OC:84
2025,136,239299,2501,155231,157731,64,65,136.000,136.935,BC:990;MBC:784;SC:473;BCM:138;OC:89
2025,137,239299,2676,152555,155230,63,64,137.000,137.560,BC:1061;MBC:837;SC:516;BCM:172;OC:74
2025,138,239299,2636,149919,152554,62,63,138.000,138.500,BC:1094;MBC:806;SC:490;BCM:150;OC:80
2025,139,239299,2702,147217,149918,61,62,139.000,139.750,BC:1072;MBC:892;SC:479;BCM:149;OC:92
2025,140,239299,2751,144466,147216,60,61,140.000,140.990,BC:1166;MBC:833;SC:506;BCM:150;OC:77
2025,141,239299,2679,141787,144465,59,60,141.000,141.900,BC:1073;MBC:843;SC:508;BCM:130;OC:110
2025,142,239299,2740,139047,141786,58,59,142.000,142.760,BC:1142;MBC:850;SC:489;BCM:145;OC:97
2025,143,239299,2652,136395,139046,56,58,143.000,143.759,BC:1084;MBC:848;SC:478;BCM:131;OC:92
2025,144,239299,2834,133561,136394,55,56,144.000,144.750,BC:1180;MBC:891;SC:480;BCM:148;OC:111
2025,145,239299,2871,130690,133560,54,55,145.000,145.755,BC:1190;MBC:872;SC:532;BCM:164;OC:88
2025,146,239299,2790,127900,130689,53,54,146.000,146.575,BC:1188;MBC:860;SC:487;BCM:137;OC:103
