source_pdf_abs_path,source_pdf_rel_path,pdf_sha256,file_size_bytes,pdf_year,pdf_round,title_line,bundle_dir,pages_extracted,record_rows,record_blocks_seen,parse_error_blocks,unparsed_nonblank_lines,layout_types,clean_csv_path,audit_files_written
/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/2025/2025-2/GEN_ALLOTMENT_ROUND_2_2025.pdf,2025/2025-2/GEN_ALLOTMENT_ROUND_2_2025.pdf,b13e60ec2ca6a1768d5ed30db03de88a792c233223757fde5ec3843b60837e46,5519656,2025,2,ROUND 2 - GENERAL ACADEMIC - PROVISIONAL ALLOTMENT LIST,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2025__round_2__GEN_ALLOTMENT_ROUND_2_2025,1171,52682,52682,0,8197,no_name_mark_first,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2025__round_2__GEN_ALLOTMENT_ROUND_2_2025/records.csv,False
