source_pdf_abs_path,source_pdf_rel_path,pdf_sha256,file_size_bytes,pdf_year,pdf_round,title_line,bundle_dir,pages_extracted,record_rows,record_blocks_seen,parse_error_blocks,unparsed_nonblank_lines,layout_types,clean_csv_path,audit_files_written
/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/2021/2021-4/2021-4.pdf,2021/2021-4/2021-4.pdf,9c534432928cfdf958d8d636e1ad95a8ce18b0975ea588f926594bf2df2ff992,3873670,2021,4,GENERAL ACADEMIC - ROUND 4 - PROVISIONAL ALLOTMENT LIST,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2021__round_4__2021-4,565,26515,26515,0,3390,"name_without_dob,name_without_dob_mark_rank_community_fallback,no_name_mark_first",/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2021__round_4__2021-4/records.csv,False
