rank,college_code,college_name,district,composite_score,selectivity_score,academic_quality_score,branch_strength_score,institutional_quality_score,web_reputation_score,trend_score
218,3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103",,47.8295,47.3588,47.2345,48.3523,47.0465,52.5984,50.0
219,4932,"Immanuel Arasar J.J. College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629165",,47.8128,49.0413,48.5334,50.049,33.1977,50.0,50.0
220,2601,"Adhiyamaan College of Engineering (Autonomous), Hosur, Krishnagiri District 635109",,47.8062,45.7091,45.289,49.4895,68.9767,50.0,37.5
221,5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625301",,47.7959,49.06,48.4138,50.378,33.1977,49.6487,50.0
222,3018,"University College of Engineering, Thirukkuvalai, Nagappattinam District 610204",,47.7581,49.9456,50.03,49.3174,28.5233,50.0,39.1667
223,2354,"Pollachi Institute of Engineering and Technology, Main Road, Poosaripatti, Pollachi Taluk, Coimbatore District 642205",,47.756,48.8978,48.6296,49.7133,33.1977,50.0,50.0
224,4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",Tirunelveli,47.7518,48.5862,48.3009,50.1394,47.0465,34.3472,50.0
225,3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507",,47.7411,50.3063,49.8086,51.3498,20.814,47.8959,50.0
226,2357,"V S B College of Engineering Technical Campus (Autonomous), Ealur Pirivu, Solavampalayam Post, Coimbatore District 642109",,47.7379,43.6562,45.1651,43.8747,89.2907,62.6489,12.0833
227,4982,"Vins Christian College of Engineering, Chunkankadai Post, Nagercoil, Kanyakumari District 629807",,47.7237,48.6364,48.3432,49.9767,33.1977,52.1312,50.0
228,4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",,47.7098,47.1456,46.6331,48.8712,41.3256,50.0,67.9167
229,3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District 621105",,47.7076,47.5431,46.1397,50.5025,62.0465,52.1312,19.1667
230,1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",Chennai,47.6749,46.2033,47.4363,39.493,87.2326,50.0,4.5833
231,1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",,47.6372,48.2135,47.7296,49.6695,38.7093,50.0,50.0
232,2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402",,47.629,48.0206,48.7776,49.6146,43.5233,47.4563,36.6667
233,5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",,47.5768,49.1258,48.4138,50.4877,33.1977,45.3938,50.0
234,1317,"St. Josephs College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",Chennai,47.5749,44.8933,50.4872,29.7084,90.9593,50.0,8.75
235,2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",,47.5393,46.1101,53.8583,24.6286,72.3081,42.3938,31.6667
236,2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",,47.3821,44.4468,44.396,47.4064,84.7209,43.4001,30.4167
237,1321,"Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET), Guindy, Chennai 600032",Chennai,47.3447,47.0887,46.5929,42.0492,67.6279,50.0,27.5
238,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",,47.3172,47.8063,47.7316,49.3247,37.0,50.0,50.0
239,1452,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048",Chengalpattu,47.2329,45.7182,46.1436,42.0492,62.0465,51.1943,50.0
240,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P Kumaralinapuram, Virudhunagar District 626005",,47.1585,47.8302,47.1302,49.3587,24.5814,49.436,76.6667
241,2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",,47.1505,44.8581,50.0558,27.3903,89.8605,51.1943,9.5833
242,1427,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301",,47.1473,46.766,46.9984,48.6392,43.6628,50.0,50.0
243,5919,"St. Michael College of Engineering and Technology, Kalayarkoil, Sivagangai District 630551",,47.1403,49.504,49.3569,49.6102,40.3837,51.1943,7.0833
244,1225,"Loyola Institute of Technology, Mevaloorkuppam, B Village, Palanchoor, Nazarethpet Post, Chennai 600123",,47.1134,46.0027,46.011,49.0826,60.4419,50.0,29.5833
245,5862,"R V S Educational Trusts Groups of Institutions (Integrated Campus), N Paraipatti Post, Vedasandur Taluk, Dindigul District 624005",,47.0872,47.9606,47.9024,47.9287,33.1977,52.1312,50.0
246,1228,"Alpha College of Engineering, No.34, Udayavar Koil Street, Poonamallee, Thirumazhisai, Chennai - 600124",,47.0786,48.5717,48.4162,48.7585,28.5233,50.0,50.0
247,2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",,47.0589,48.9467,48.6983,50.0523,24.5814,48.5071,50.0
248,2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301",,47.0049,50.1339,49.6324,51.0191,26.0814,52.1312,18.75
249,1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",Chennai,46.9124,44.7834,44.3321,46.5846,84.5233,40.0557,24.1667
250,2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",,46.8968,47.8643,47.8432,47.8619,33.1977,50.0,50.0
251,3801,"A V C College of Engineering, Mannampandal Post, MayiladuthuraiDistrict 609305",,46.8948,47.2525,47.5361,46.4373,50.5,50.6604,26.6667
252,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",,46.8944,47.2725,45.9105,49.1901,53.4709,51.9424,24.5833
253,2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107",,46.8538,49.0026,48.5334,49.9837,21.4767,50.0,50.0
254,1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",,46.8509,47.7286,47.3721,49.2487,33.1977,50.0,50.0
255,1416,"Jaya Sakthi Engineering College, Thirunindravur, Chennai 602024",,46.8389,48.4075,48.1865,48.9565,26.9535,50.0,50.0
256,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",,46.6617,45.7182,46.1436,42.0492,55.8023,50.0,50.0
257,4967,"S Veerasamy Chettiar College of Engineering and Technology, Puliangudi Post, Tenkasi District 627855",,46.6502,48.1706,48.0386,49.0217,24.5814,52.1312,50.0
258,1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai 600 054",,46.6044,47.809,47.1069,49.3679,34.6977,44.7314,50.0
259,3817,"Roever Engineering College, Elambalur, Perambalur District 621212",,46.5769,46.1956,45.4214,49.6057,54.3023,47.4563,34.1667
260,1501,"Adhiparasakthi College of Engineering, Kalavai, Ranipet District 632506",,46.5761,47.7872,47.1854,49.211,47.0465,50.0,16.6667
261,3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur District 621704",,46.5673,48.2845,48.7049,47.7658,33.1977,50.0,30.8333
262,3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk, Thanjavur District 614701",,46.5498,48.8626,47.8586,50.7806,20.0465,50.0,50.0
263,1423,"Asan Memorial College of Engineering and Technology,Chengalpattu-603 001.",Chengalpattu,46.5492,47.2613,47.3263,48.2594,33.1977,49.9442,50.0
264,1306,"Jeppiaar Engineering College, Old Mahabalipuram Road (OMR), Chennai 600119",Chengalpattu,46.5226,45.8415,47.0749,48.4389,33.1977,50.0,63.3333
265,5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",,46.5157,48.4631,48.238,49.8348,24.5814,45.3938,50.0
266,4992,"Bethlahem Institute of Engineering, Karungal, Kanyakumari District 629157",,46.5035,48.0347,47.5365,49.7251,26.0814,50.0,50.0
267,3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",,46.4605,47.0862,48.1476,47.8862,29.7791,50.0,50.0
268,5022,"University College of Engineering, Dindigul, Mangarai Pirivu, Reddiyarchathiram, Dindigul District 624622",,46.45,49.4569,49.3448,49.5446,22.3837,50.0,28.3333
269,5017,"University College of Engineering, Ramanathapuram, Pullangudi, Ramanathapuram District 623513",,46.4013,48.7245,47.8565,50.026,18.4767,50.0,52.9167
270,4989,"PSN Engineering College, Melathediyoor, Tirunelveli District 627152",,46.3987,46.4696,46.4638,48.127,38.7093,50.0,50.0
271,1513,"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District 632317",,46.3949,47.2396,47.2345,47.554,33.1977,50.0,49.1667
272,3822,Tittagudi Sengunthar Engineering＜½ College,Cuddalore,46.351,48.7251,48.007,50.0687,18.5814,50.0,50.0
273,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",,46.3434,44.5775,44.4003,43.1421,78.843,50.0,17.9167
274,2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",,46.3366,43.6248,44.6324,45.1048,77.7442,44.4083,28.75
275,2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",,46.1601,44.6204,44.557,46.5161,73.2558,48.149,15.4167
276,2617,"Sengunthar Engineering College (Autonomous), Tiruchengode, Namakkal District 637205",,46.1074,45.5701,45.3382,48.9372,48.1977,52.1312,35.8333
277,1512,"S K P Engineering College, Thiruvannamalai District 606611",,46.0918,48.085,47.655,47.8953,22.9419,50.0,50.0
278,3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",,46.0533,45.7182,46.1436,42.0492,48.1977,50.0,50.0
279,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH Road, Thiruvallur District 631204",,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
279,2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
279,3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman Koil (Via), Thanjavur District 613001",,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
279,3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam Post, Pudukkottai - 622 507",Pudukkottai,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
279,4927,"Maria College of Engineering and Technology, Attoor Puliyamoodu Junction, Thiruvattar Post, Kanyakumari District 629177",,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
279,4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District - 629301",,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
279,4968,"Sardar Raja College of Engineering, Alangulam, Tenkasi District 627808",,45.9612,45.7182,46.1436,42.0492,47.0465,50.0,50.0
286,4976,"Infant Jesus College of Engineering, Thoothukudi Highway (NH7/A), Thoothukudi District 628851",,45.9449,47.8969,47.8432,48.1204,20.814,49.9394,50.0
287,2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District 641659",,45.8822,46.7276,46.5385,48.0677,39.5814,56.4624,22.9167
288,3820,"Trichy Engineering College, Konalai, Tiruchirappalli District 621132",,45.8716,47.2984,47.383,48.5689,24.5814,48.9716,50.0
289,2634,"Excel Engineering College (Autonomous), NH-544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District - 637303",,45.8561,43.8215,44.6603,47.9525,69.2326,52.1312,11.6667
290,2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",,45.8329,45.7182,46.1436,42.0492,45.4419,50.0,50.0
291,1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",,45.8306,48.9912,48.007,42.0492,22.9419,50.0,50.0
292,3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",,45.8073,45.7182,46.1436,42.0492,43.5233,52.1312,50.0
293,1241,"T J S Engineering College, Peruvoyal, Near Kavaraipettai, Gummidipoondi Taluk, Thiruvallur District 601206",,45.777,45.7182,46.1436,42.0492,48.1977,45.3938,50.0
294,1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",,45.7622,45.7182,46.1436,42.0492,43.6628,51.1943,50.0
295,1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",,45.6905,45.7182,46.1436,42.0492,43.6628,50.0,50.0
296,1126,"J N N Institute of Engineering (Autonomous), Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",,45.6699,44.7397,46.5645,45.4751,63.3372,44.8246,12.5
297,2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District 641032",,45.6281,45.7182,46.1436,42.0492,38.7093,55.564,50.0
298,2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",,45.6145,44.9842,45.6025,50.1671,48.1977,50.0,25.8333
299,1507,"Ganadipathy Tulsis Jain Engineering College, Kaniyambadi, Vellore District 632102",,45.604,46.9188,46.8393,48.0737,26.0814,50.0,48.3333
300,2638,"Mahendra Engineering College for Women, Kumaramangalam, Namakkal District 637205",,45.5622,45.7182,46.1436,42.0492,42.0581,50.0,50.0
301,2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri, Krishnagiri District 635108",,45.5262,45.6718,46.357,47.2447,38.7093,50.0,38.75
302,1319,"Thangavelu Engineering College, Karappakkam, Chennai 600097",Chennai,45.5036,45.7182,46.1436,42.0492,41.3256,50.0,50.0
303,2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",,45.4962,47.1101,46.7244,48.4094,41.6047,50.0,12.9167
304,2356,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai Post, Karur District 639206",,45.4282,45.7182,46.1436,42.0492,40.3837,50.0,50.0
305,4993,"Loyola Institute of Technology and Science, Loyola Nagar, P B No.2, Thovalai, Kanyakumari District 629302",,45.3881,45.7182,46.1436,42.0492,41.3256,48.075,50.0
306,2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal District 637003",,45.3873,45.7182,46.1436,42.0492,39.5814,50.3877,50.0
307,1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600127",Chengalpattu,45.2943,45.7182,46.1436,42.0492,38.7093,50.0,50.0
307,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",,45.2943,45.7182,46.1436,42.0492,38.7093,50.0,50.0
307,3808,"Jayaram College of Engineering and Technology, Karattampatti, Pagalavadi Po,Thuraivur, Trichy-621014",Tiruchirappalli,45.2943,45.7182,46.1436,42.0492,38.7093,50.0,50.0
307,3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk, Pudukkottai District 622102",,45.2943,45.7182,46.1436,42.0492,38.7093,50.0,50.0
307,4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",,45.2943,45.7182,46.1436,42.0492,38.7093,50.0,50.0
307,5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai District 630307",,45.2943,45.7182,46.1436,42.0492,38.7093,50.0,50.0
313,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",,45.2326,45.7182,46.1436,42.0492,38.7093,48.9716,50.0
314,4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",,45.2315,47.0024,48.4543,37.4516,33.1977,51.1943,40.0
315,1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",,45.205,43.3894,46.0306,42.9818,60.6279,50.0,22.5
316,4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",,45.1822,41.3403,44.6508,38.8828,87.6802,51.1943,8.3333
317,3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur District 614403",,45.1796,45.5428,47.5987,41.9238,45.5872,51.7041,20.0
318,2705,"CSI College of Engineering, Ketti, The Nilgiris 643215",The Nilgiris,45.1518,45.7182,46.1436,42.0492,40.3837,45.3938,50.0
319,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",,45.079,47.8758,47.6837,49.2114,20.2209,49.891,27.9167
320,2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",,45.0175,45.7182,46.1436,42.0492,33.6512,52.1312,50.0
321,2378,Cheran college of Technology.＜½ Kangeyam.,,44.9812,45.7182,46.1436,42.0492,33.1977,52.1312,50.0
321,3813,"Oxford Engineering College,Karumandapam,Pirattiyur,Trichy-620 009",Tiruchirappalli,44.9812,45.7182,46.1436,42.0492,33.1977,52.1312,50.0
323,2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",,44.8957,45.0161,46.7347,42.2024,37.9419,50.0,42.0833
324,3860,"St. Anne s College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",,44.8892,45.7182,46.1436,42.0492,33.1977,50.5977,50.0
325,3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",,44.8839,42.6717,46.8779,31.8198,67.5814,50.0,32.9167
326,5904,"K L N College of Engineering (Autonomous), Pottapalayam, Sivagangai District 630611",,44.8712,43.5508,43.6124,45.5489,65.186,50.0,17.0833
327,1102,Bhajarang Engineering College,,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1125,"PMR Engineering College,Adayalampattu, Chennai-600095",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1213,"S K R Engineering College, Poonamallee, Chennai 600123",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1235,"Jei Mathaajee College of Engineering, Vishaandikuppam,Karappettai (via), Siruvakkam, Kancheepuram District 631 552",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1333,"Vi Institute of Technology, Sirunkundram Village & Post, Chengalpattu District 603108",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore District 632101",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1449,"Saraswathy College of Engineering and Technology, NH-45, Main Road, Olakkur, Tindivanam Taluk, Villupuram District 604307",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1511,"Ranipettai Engineering College, Thenkadappanthangal, Ranipet District 632513",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,1514,"Sri Nandhanam College of Engineering and Technology, Molagarampatti, Tirupattur, Vellore-635601",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post, Sankari Taluk, Salem District 637301",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,2612,"P G P College of Engineering and Technology, Paramathi Post, Namakkal District 637207",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,3460,"Surya College of Engineering, Konalai, Tiruchirappalli District 621132",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,3814,"P R Engineering College, Vallam, Thanjavur District 613403",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,3815,"Pavendar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road, Tiruchirappalli District 622515",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur District 612102",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,4937,"A.R College of Engineering and Technology, A.R Nagar, Kadayam-Alangulam Road, Therkkumadathoor P.o,Ambasamudram Taluk,Tirunelveli-627423",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,4938,"Sivaji College of Engineering and Technology, Manivilla Palulai Panchayat, Vilavancode, Kanyakumari District 629171",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,4943,"Satyam College of Engineering and Technology,Satyam Nagar,Aralvoimozhi,Kanyakumari-629301",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,4979,"Arul Tharum VPMM College of Engineering and Technology (Formerly V.P.Muthaiah Pillai Meenakshi Ammal Engineering College for Women), Krishnakoil,Virudhunagar-626 190",Virudhunagar,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,4986,Noorul Islam College of Engineering and Technology,Kanyakumari,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Virudhunagar District 626140",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
327,5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",,44.8533,45.7182,46.1436,42.0492,33.1977,50.0,50.0
350,2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183",,44.8084,45.7182,46.1436,42.0492,33.1977,49.2513,50.0
351,5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District 625536",,44.7808,47.8249,47.1036,48.8704,21.4767,50.3877,23.75
352,5842,"Madurai Institute of Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District 630611",,44.7697,45.1715,45.6118,46.3035,33.1977,50.0,44.5833
353,2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu, Coimbatore District 642120",,44.6965,46.6089,47.053,49.5693,24.5814,50.0,25.0
354,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",,44.6364,46.2472,46.7565,46.7719,33.1977,50.0,20.4167
355,2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur District 638056",,44.6331,45.7182,46.1436,42.0492,33.1977,46.3299,50.0
356,4977,"Narayanaguru College of Engineering, Manjalumoodu, Kanyakumari District 629151",,44.6073,45.7182,46.1436,42.0492,28.5233,52.1312,50.0
357,1318,"T.J Institute of Technology, Karapakkam, Chennai - 600097",Chennai,44.4794,45.7182,46.1436,42.0492,28.5233,50.0,50.0
357,1444,"R.M. Engineering College Zamin Endathur, Madurantakam (TK), Chengalpattu Dt-603311",Chengalpattu,44.4794,45.7182,46.1436,42.0492,28.5233,50.0,50.0
357,2616,"Sapthagiri College of Engineering, Periyanahalli Post, Dharmapuri District 635205",,44.4794,45.7182,46.1436,42.0492,28.5233,50.0,50.0
357,3766,"Star Lion College of Engineering and Technology, Manankorai Main Road, Manankorai Village, Thanjavur District 614206",,44.4794,45.7182,46.1436,42.0492,28.5233,50.0,50.0
357,4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District 628502",,44.4794,45.7182,46.1436,42.0492,28.5233,50.0,50.0
357,5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road (Near Vakkampatti), Dindigul District 624303",,44.4794,45.7182,46.1436,42.0492,28.5233,50.0,50.0
363,2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem District 636010",,44.4699,45.7182,46.1436,42.0492,28.5233,49.8425,50.0
364,2624,"Gnanamani College of Technology (Autonomous), Pachal Post, Namakkal District 637018",,44.3438,43.5484,44.4944,43.0216,58.8663,45.3938,23.3333
365,1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",,44.3078,46.4649,46.216,49.6973,33.1977,50.0,6.25
366,2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti, Coimbatore - 641 659",Coimbatore,44.284,45.7182,46.1436,42.0492,26.0814,50.0,50.0
367,1218,"Sri Muthukumaran Institute of Technology, Near Mangadu, Chennai 600069",,44.2826,45.7223,45.6478,45.9366,22.3837,50.0,50.0
368,2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",,44.2383,45.7182,46.1436,42.0492,26.9535,48.075,50.0
369,1150,"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, Gummidipoondi Taluk, Thiruvallur District 601201",,44.2357,45.7182,46.1436,42.0492,24.5814,51.1943,50.0
369,4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304",,44.2357,45.7182,46.1436,42.0492,24.5814,51.1943,50.0
371,1221,"Jaya College of Engineering and Technology, Parivakkam, Poonamallee, Chennai 600056",,44.1822,45.7182,46.1436,42.0492,24.5814,50.3029,50.0
372,1124,"SAMS College of Engineering and Technology, Panappakkam, Chennai-Tirupathi Road, Uthukkottai Taluk, Thiruvallur District 601102",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,1402,"Annai Teresa College of Engineering, Thirunavalur, Kallakkurichi District 607204",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,2602,"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal District 637013",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",Coimbatore,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,5924,"Ganapathy Chettiar College of Engineering and Technology, Melakavanur Post, Paramakudi, Ramanathapuram District 623706",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
372,5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",,44.164,45.7182,46.1436,42.0492,24.5814,50.0,50.0
381,1415,"T S M Jain College of Technology, Melur Village, Kallakurichi District 606201",,44.0329,45.7182,46.1436,42.0492,22.9419,50.0,50.0
382,4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",,43.9905,45.7182,46.1436,42.0492,20.814,52.1312,50.0
383,3923,"M N S K College of Engineering, Vallathirakkottai Post, Pudukkottai District 622305",,43.9882,45.7182,46.1436,42.0492,22.3837,50.0,50.0
384,5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",,43.9873,45.7182,46.1436,42.0492,21.4767,51.1943,50.0
385,2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",,43.9519,45.7182,46.1436,42.0492,21.9302,50.0,50.0
