source_pdf_abs_path,source_pdf_rel_path,pdf_sha256,file_size_bytes,pdf_year,pdf_round,title_line,bundle_dir,pages_extracted,record_rows,record_blocks_seen,parse_error_blocks,unparsed_nonblank_lines,layout_types,clean_csv_path,audit_files_written
/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/2020/2020-1/2020-1.pdf,2020/2020-1/2020-1.pdf,f16732ba9b367cf6118042e43343c4a814aba9f868491cdb42f199070a9897df,6869076,2020,1,ACADEMIC STREAM -FIRST ROUND - PROVISIONAL ALLOTMENT LIST,/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2020__round_1__2020-1,259,7510,7510,0,2072,"name_without_dob_community_mark_rank,name_without_dob_community_rank_mark",/home/mdhaarith/Desktop/Data_Extractor/Inputs/Allotement/data/processed/bundles/2020__round_1__2020-1/records.csv,False
